pred_class	pred_prob	raw_input	attribution_scores
0	0.98	[CLS] rt @ joe ##bu ##dden : so the woman i deal with is trying her best to make " entertaining " a bad word . . . " u be entertaining these bitch ##es " lo ##l [SEP]	0.00 -0.05 -0.11 0.08 0.19 0.05 -0.05 0.03 0.08 -0.02 -0.10 0.05 -0.09 -0.11 0.16 -0.10 0.03 -0.11 -0.02 -0.09 -0.21 -0.06 -0.23 0.08 -0.01 -0.03 -0.04 0.06 -0.05 -0.09 -0.04 -0.30 -0.12 0.54 0.16 0.19 0.31 -0.40 0.00
1	0.01	[CLS] a very long movie , dull in stretches , with entirely too much focus on meal preparation and i ##gl ##oo construction . [SEP]	0.00 -0.54 -0.25 0.04 -0.72 -0.13 -0.07 0.10 0.07 -0.03 0.03 -0.10 -0.09 -0.02 -0.01 0.05 0.04 -0.16 -0.09 -0.08 -0.08 0.08 -0.08 -0.09 0.00
0	0.89	[CLS] @ sal ##acious ##sul ##ly tony drinking sl ##op ##pi ##ly and saying ' what ? i cu ##nt hear you , bare ass me again ' [SEP]	0.00 0.23 -0.22 -0.08 0.01 0.06 -0.21 0.04 -0.15 0.13 0.20 -0.07 -0.06 -0.24 0.13 -0.07 0.01 -0.01 0.06 0.45 0.08 0.32 -0.06 -0.31 0.35 0.10 -0.36 -0.02 0.00
0	0.91	[CLS] @ rainbow ##6 ##game felt guilt from playing this game . # horrible # rainbow ##si ##x ##sie ##ge [SEP]	0.00 -0.24 -0.06 -0.10 0.06 -0.11 -0.23 -0.01 -0.08 -0.00 0.21 0.12 -0.02 0.73 0.26 -0.12 0.01 -0.02 0.42 0.01 0.00
0	0.98	[CLS] i wish , i wish , i wish , i wish , i wish , i wish a bitch would . . ce ##pt she already did , gonna have to handle this & # 128 ##52 ##2 ; [SEP]	0.00 -0.27 -0.09 0.04 0.04 -0.19 0.14 0.05 -0.10 0.06 0.05 -0.12 0.04 0.01 -0.13 0.00 0.16 -0.15 -0.10 0.56 0.01 0.23 -0.02 0.14 0.06 -0.20 -0.10 -0.04 -0.00 0.21 -0.03 -0.13 0.03 -0.03 0.09 -0.01 -0.18 0.03 -0.43 -0.10 0.00
1	0.08	[CLS] there is still ambiguity - ` 1 3 5 4 2 ` is z ##ig za ##g according to your description of the problem , but not according to the top ##code ##r description . do you see why ? [SEP]	0.00 -0.25 -0.19 -0.20 0.13 -0.08 -0.04 -0.03 0.07 -0.03 -0.01 0.03 -0.03 -0.09 0.01 0.09 -0.09 0.06 0.02 -0.02 0.13 -0.02 -0.02 0.15 -0.75 0.08 -0.03 0.06 -0.00 0.01 -0.02 -0.14 0.13 0.05 -0.04 0.10 -0.05 0.11 0.16 -0.23 -0.19 0.00
0	1.00	[CLS] a mis ##ogy ##nist ##ic piece of fi ##lth that attempts to pass itself off as hip , young adult entertainment . [SEP]	0.00 -0.40 0.19 0.38 0.05 0.15 0.15 -0.00 0.11 0.43 -0.02 -0.00 0.02 0.05 -0.05 0.11 -0.02 -0.11 0.27 -0.04 0.23 0.37 0.34 0.00
1	0.29	[CLS] & # 82 ##20 ; @ hernandez ##eli _ : back then ho ##es didn ' t want me , now i ' m hot , they all on me . & # 82 ##21 ; [SEP]	0.00 0.01 -0.04 -0.02 0.07 -0.01 0.03 0.02 0.10 -0.01 0.10 -0.19 0.08 -0.19 -0.00 -0.03 0.01 -0.01 -0.02 0.13 -0.05 0.08 -0.18 -0.10 -0.33 -0.52 -0.30 -0.13 -0.26 -0.47 0.07 0.13 0.04 0.07 -0.01 0.05 -0.12 0.00
0	0.87	[CLS] rt @ ia ##m _ kan ##di ##rave ##n : " you gotta be able to keep a bitch on her feet or she ' ll be on her knees with the next ni ##gga . " [SEP]	0.00 -0.45 0.14 0.01 0.03 0.15 0.06 0.04 0.04 -0.02 0.18 0.06 0.20 0.39 0.02 -0.25 -0.01 -0.06 -0.26 -0.26 -0.03 0.12 0.15 -0.13 0.10 0.06 0.09 0.03 0.25 0.25 -0.14 -0.01 -0.06 0.06 0.07 0.05 0.26 0.09 0.00
0	1.00	[CLS] three re ##t ##wee ##ts of dumb fox shit and one original t ##wee ##t that is a b ##lat ##ant lie from sc ##rot ##us this morning - - nad ##a about his wr ##etched offspring . [SEP]	0.00 -0.10 -0.06 -0.05 0.06 0.05 0.07 0.04 -0.44 0.81 0.02 -0.02 0.09 0.01 0.04 0.02 0.02 -0.07 -0.07 0.04 0.05 0.03 -0.02 -0.03 -0.02 0.03 -0.06 -0.14 0.04 0.01 0.01 -0.04 -0.00 0.04 0.03 0.02 0.20 0.04 0.12 0.00
0	0.82	[CLS] i ' m being a bit thick but what exactly is the problem . . . are you getting an exception ? is so what ? [SEP]	0.00 0.09 0.06 0.09 -0.33 0.21 -0.07 0.40 0.08 0.11 -0.34 -0.08 -0.01 0.52 0.04 0.17 0.12 -0.11 -0.02 -0.12 0.05 0.15 -0.16 -0.04 0.29 0.13 0.14 0.00
0	0.54	[CLS] why make a documentary about these marginal historical figures ? [SEP]	0.00 0.98 0.06 -0.06 0.05 0.01 -0.05 -0.04 0.07 0.05 0.11 0.00
0	0.99	[CLS] & # 82 ##20 ; @ pharaoh ##jas : " dark ##skin girls ugly " & # 127 ##38 ##3 ; & # 127 ##37 ##8 ; http : / / t . co / dye ##ay ##2 ##t ##5 ##aa & # 82 ##21 ; flawless ass bitch [SEP]	0.00 -0.00 -0.00 0.01 -0.00 0.03 0.01 -0.05 0.10 0.03 -0.01 0.05 0.05 0.05 0.43 0.03 0.01 0.02 -0.00 0.01 0.01 -0.01 -0.01 0.00 0.01 0.00 0.01 0.00 0.04 0.01 0.06 0.06 -0.00 -0.01 0.00 0.06 -0.12 0.02 0.01 0.01 0.02 0.02 0.02 0.03 0.02 0.03 0.15 -0.39 0.05 0.77 0.00
1	0.01	[CLS] @ shan ##af ##in ##34 gotta love tanner country , ho ##es & amp ; all , ha ##ha ! [SEP]	0.00 -0.06 -0.01 0.00 0.21 -0.35 0.28 -0.22 0.08 -0.01 0.06 -0.02 0.12 -0.05 0.03 -0.06 -0.05 -0.00 0.71 0.37 0.17 0.00
0	0.94	[CLS] or all of it , with our displeasure piece ##d , # shakespeare [SEP]	0.00 0.05 -0.05 0.01 0.01 -0.02 -0.02 0.01 0.15 0.11 0.02 -0.08 0.06 -0.97 0.00
1	0.02	[CLS] this prison is awful ##ly gloom ##y . would you mind if i put some ribbons on the bars ? [SEP]	0.00 -0.36 -0.12 -0.25 0.07 -0.12 -0.22 0.01 -0.02 -0.04 -0.04 -0.10 -0.03 -0.00 0.05 0.17 -0.81 0.06 0.11 0.07 0.02 0.00
0	0.73	[CLS] @ keith ##rot ##h ##fus your silence = com ##plicity . obviously you have no problem with russian interference . # sad # russian ##ha ##cking # treason [SEP]	0.00 -0.03 -0.00 -0.01 -0.01 0.01 -0.00 0.01 -0.03 -0.00 -0.00 0.03 -0.01 0.01 0.01 0.02 0.03 0.01 -0.01 -0.02 0.07 0.06 -0.11 0.03 0.00 0.02 -0.01 -0.03 0.99 0.00
0	0.95	[CLS] @ im ##to ##bla ##me apple tv got the nfl channel on that bitch , i ' m pretty sure they ' re all on there . i ' ve watched a couple . @ duke ##of ##zam ##unda [SEP]	0.00 -0.02 -0.03 0.04 -0.02 0.03 0.01 0.02 0.04 -0.07 0.31 0.04 0.12 0.01 0.82 0.13 0.13 0.10 -0.03 0.10 0.11 0.05 0.01 0.03 0.03 -0.00 -0.02 0.06 0.04 0.05 0.08 0.15 0.06 -0.07 0.13 -0.01 0.06 0.06 0.07 -0.24 0.00
0	1.00	[CLS] rt @ tan ##isha ##li ##x ##pus ##sy : no need to compete with other women there ' s only one of me , and shit . . . im that bitch [SEP]	0.00 -0.02 0.00 0.00 -0.01 0.00 0.01 0.00 -0.00 -0.01 0.01 -0.01 0.01 -0.01 -0.01 0.00 -0.01 0.01 0.01 0.00 -0.00 0.01 0.01 -0.00 0.00 -0.00 0.02 0.00 0.00 -0.02 0.03 -0.14 0.99 0.00
1	0.01	[CLS] . . . designed to provide a mix of smiles and tears , ` ` crossroads ' ' instead provoke ##s a handful of un ##int ##ent ##ional howl ##ers and numerous ya ##wn ##s . [SEP]	0.00 -0.06 -0.02 -0.01 -0.07 0.01 -0.08 -0.02 -0.00 -0.06 -0.25 -0.00 -0.11 -0.04 0.03 -0.03 -0.13 -0.04 -0.07 -0.20 0.66 0.02 -0.00 -0.13 -0.03 0.00 0.00 -0.02 0.05 0.12 -0.03 0.01 -0.11 0.37 0.45 0.06 -0.07 0.00
1	0.00	[CLS] the only excitement comes when the credits finally roll and you get to leave the theater . [SEP]	0.00 -0.82 -0.24 -0.19 -0.24 -0.05 -0.07 0.24 -0.11 0.08 -0.07 -0.11 -0.11 -0.14 -0.06 0.15 -0.14 0.02 0.00
1	0.00	[CLS] @ ol ##ark @ mas ##hab ##le thanks @ ol ##ark for being # awesome as someone who suffers from # anxiety and mig ##raine ##s i always fear stigma . you give me hope . [SEP]	0.00 -0.02 -0.30 -0.13 -0.12 -0.08 0.03 0.01 -0.05 -0.02 -0.05 -0.09 -0.18 -0.11 -0.06 -0.09 -0.25 0.12 0.06 0.06 -0.29 -0.09 0.05 -0.03 0.09 0.23 -0.03 -0.06 0.14 -0.16 0.09 0.01 -0.16 0.37 0.44 -0.36 -0.09 0.00
0	0.97	[CLS] da ##wg , what the fuck happened to " so and so " where did they go ? too worried bout bitch ##es and fashion they go missing in action . . [SEP]	0.00 -0.08 0.15 0.04 -0.03 -0.06 0.76 -0.06 -0.03 0.02 0.01 -0.06 -0.02 -0.01 -0.03 -0.12 -0.03 -0.08 -0.05 0.08 -0.20 -0.27 0.35 0.08 -0.01 0.01 -0.00 -0.10 -0.23 -0.02 0.00 0.20 -0.07 0.00
1	0.00	[CLS] we need but little learning to live happily - michel de mont ##ai ##gne # quote # philosophy # wisdom # wise ##words # mental ##hea ##lth # psychology # anxiety [SEP]	0.00 -0.19 -0.45 -0.19 0.22 0.01 0.27 0.10 -0.14 -0.00 0.03 -0.01 -0.23 -0.20 0.07 -0.06 0.03 -0.17 -0.03 -0.27 -0.32 -0.24 -0.16 -0.03 -0.20 -0.01 -0.13 -0.08 -0.18 0.23 -0.15 0.09 0.00
1	0.08	[CLS] hello , i ' m with the project of turning the list < ur ##l > hat is the same list in english , but in another language , and more link for azure . i have a problem , < ur ##l > , could you help me ? [SEP]	0.00 0.68 -0.04 -0.04 -0.02 -0.07 -0.00 0.03 -0.13 -0.03 0.00 0.01 -0.05 -0.06 -0.02 -0.00 -0.02 -0.07 -0.01 -0.01 -0.02 -0.03 0.00 0.06 0.01 -0.02 -0.03 -0.05 -0.04 0.02 -0.04 -0.04 -0.01 -0.06 0.18 -0.01 -0.05 0.08 0.07 -0.65 -0.00 0.01 -0.00 0.02 -0.04 -0.02 -0.02 0.07 0.05 0.01 0.01 0.00
1	0.01	[CLS] @ ia ##mp ##ike ##y well ho di doe . thank you [SEP]	0.00 -0.49 -0.33 -0.52 -0.21 -0.04 0.03 -0.12 0.48 -0.28 -0.01 0.09 -0.05 0.00
0	0.99	[CLS] rt @ ga ##wk ##er : congressman ' s office admits " hell yeah ben ##ih ##ana up in this bitch " t ##wee ##t was a mistake . http : / / t . co / lt ##z ##wu ##j ##c ##0 ##vs [SEP]	0.00 -0.69 0.05 0.00 0.03 0.02 -0.03 0.03 0.02 -0.07 -0.02 0.01 0.12 0.16 0.03 -0.02 0.04 0.05 0.02 -0.06 -0.13 0.56 0.26 0.04 0.15 -0.01 0.00 0.01 0.01 -0.01 0.04 -0.02 -0.00 -0.00 0.05 -0.05 0.07 0.00 0.02 -0.02 0.04 0.04 0.05 -0.07 -0.13 0.00
1	0.05	[CLS] i ' ve simply been told before that its ##a flow of electrons , but this seems to basic and does show that electricity is instant . why would this mean that electricity is " instant ##aneous " ? [SEP]	0.00 -0.24 -0.22 -0.09 0.00 -0.01 -0.05 0.01 0.05 -0.01 -0.15 0.06 -0.11 -0.11 -0.05 -0.12 0.01 0.08 -0.09 -0.23 -0.15 0.02 0.01 -0.07 -0.54 -0.18 -0.19 -0.17 -0.26 -0.02 -0.06 -0.10 -0.12 -0.40 -0.05 -0.19 -0.16 -0.05 0.01 -0.09 0.00
1	0.04	[CLS] could ##a sworn it was interview with a vampire . hmm ##m . . . . . . mandela effect anyone ? # interview ##with ##ava ##mp ##ire # anne ##rice # books # horror # il ##ove ##va ##mps [SEP]	0.00 -0.21 0.00 0.19 0.07 -0.00 -0.40 -0.07 0.02 -0.19 -0.01 -0.07 -0.09 -0.06 -0.07 -0.05 -0.01 -0.02 -0.01 -0.38 -0.09 -0.05 -0.10 0.01 -0.20 0.00 0.01 -0.04 -0.04 0.02 0.06 0.01 0.10 -0.20 0.19 -0.59 -0.05 -0.08 -0.01 -0.00 0.19 0.00
0	0.98	[CLS] it ' s not often you see the words " di ##sing ##en ##uous , " " e ##gre ##gio ##us , " and " cu ##nt fi ##lth " all in one sentence and properly used . # points [SEP]	0.00 -0.07 0.01 0.13 -0.08 0.11 0.01 -0.10 0.07 -0.14 -0.04 -0.05 0.17 0.04 0.02 0.09 0.03 0.00 -0.01 0.00 -0.01 0.07 0.08 -0.04 -0.05 -0.04 0.08 0.01 0.26 0.50 -0.03 0.05 0.04 0.10 -0.04 -0.07 0.00 -0.09 0.23 0.12 -0.67 0.00
1	0.14	[CLS] you don ' t know fear until you have cl ##og ##ged the toilet at work and can ' t find the plunge ##r . # ho ##rri ##fying # bathroom # first ##world ##pro ##ble ##ms [SEP]	0.00 0.02 0.01 0.00 0.08 0.08 -0.18 0.04 0.15 -0.03 0.05 -0.00 -0.07 0.05 0.00 0.03 0.04 0.01 -0.02 0.03 0.03 -0.01 0.01 -0.11 0.00 0.03 -0.25 0.42 0.73 0.30 -0.03 -0.13 -0.04 0.02 -0.11 0.03 0.06 -0.06 0.00
1	0.00	[CLS] @ soft ##yt ##wt hi bb ##y today was okay i e - mail ##ed design firms for my internship and now i ' m nervous ; u ; how ' s your day ? : d [SEP]	0.00 0.06 -0.29 0.11 -0.02 -0.19 -0.11 0.02 -0.09 -0.13 -0.09 -0.03 -0.08 -0.05 -0.11 0.02 -0.09 -0.11 -0.07 -0.29 0.09 -0.18 -0.13 -0.15 -0.11 -0.24 -0.26 -0.08 -0.15 0.01 0.06 -0.07 -0.30 -0.01 0.29 0.06 0.32 -0.38 0.00
1	0.00	[CLS] it ' s a much more emotional journey than what shy ##ama ##lan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . [SEP]	0.00 -0.36 -0.45 -0.49 -0.04 -0.01 0.08 -0.09 -0.13 -0.10 -0.11 0.07 0.07 -0.17 -0.19 -0.02 -0.14 -0.03 -0.08 -0.02 0.03 -0.10 -0.04 -0.08 -0.15 -0.08 0.13 -0.07 -0.13 -0.03 0.05 -0.01 -0.20 -0.01 -0.02 0.19 -0.07 -0.07 -0.14 -0.06 0.26 -0.01 -0.03 0.00
1	0.28	[CLS] is she my kind of ho ##e or na ##e " @ li ##sse ##tel ##isa : its ok you a ho ##e anyway ##s & # 128 ##52 ##2 ; " [SEP]	0.00 -0.20 0.01 0.09 -0.09 0.16 -0.01 0.38 0.10 -0.28 0.14 -0.07 0.17 -0.01 -0.07 -0.09 0.00 0.12 -0.09 -0.17 0.12 0.20 -0.02 0.45 -0.07 0.04 -0.04 -0.17 -0.01 -0.02 -0.06 0.49 -0.20 0.00
1	0.08	[CLS] if there ' s one thing this world needs less of , it ' s movies about college that are written and directed by people who couldn ' t pass an entrance exam . [SEP]	0.00 -0.00 -0.08 -0.08 0.02 0.06 0.26 0.10 0.04 -0.37 0.08 0.15 0.02 -0.05 -0.02 -0.07 -0.58 0.09 -0.02 -0.04 -0.18 0.03 -0.05 0.05 -0.08 0.01 -0.12 0.31 -0.07 -0.12 0.19 -0.03 0.08 0.40 -0.05 0.00
1	0.01	[CLS] you won ' t like roger , but you will quickly recognize him . [SEP]	0.00 -0.29 -0.53 0.03 -0.15 -0.63 0.01 0.00 -0.01 -0.02 -0.10 0.04 -0.44 0.11 -0.03 0.00
1	0.04	[CLS] a simple , but grit ##ty and well - acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . [SEP]	0.00 -0.11 -0.06 0.01 0.01 -0.04 -0.02 -0.01 -0.02 -0.01 -0.00 -0.06 -0.01 -0.02 -0.02 -0.04 -0.01 -0.01 -0.03 -0.02 0.02 -0.02 -0.00 -0.02 -0.15 0.97 0.02 -0.03 0.00
1	0.01	[CLS] the vital ##ity of the actors keeps the intensity of the film high , even as the st ##raf ##ings blend together . [SEP]	0.00 -0.50 -0.22 -0.10 -0.06 -0.23 0.26 -0.24 -0.07 -0.00 -0.12 -0.08 -0.42 -0.24 -0.19 0.00 -0.15 -0.03 0.10 0.11 0.24 0.32 0.10 0.05 0.00
1	0.02	[CLS] thank you for your kind comment . do you have a suggestion where the portals should be placed in the article ? [SEP]	0.00 0.13 -0.10 -0.01 -0.05 -0.48 0.20 -0.07 -0.16 -0.02 -0.04 -0.08 -0.37 -0.16 -0.12 -0.67 -0.03 -0.02 -0.04 -0.07 0.01 0.17 0.04 0.00
0	0.98	[CLS] @ dem _ lips _ tho u kn ##w me ho ##mie ! ! ! show the bitch ##es no love ! ! ! [SEP]	0.00 -0.12 -0.18 -0.08 0.12 -0.09 0.08 -0.06 0.01 0.06 -0.02 -0.03 -0.17 0.08 0.17 0.09 -0.33 -0.28 -0.24 -0.14 -0.65 -0.02 0.36 0.08 0.13 0.00
1	0.28	[CLS] # porn , # android , # iphone , # ipad , # sex , # xx ##x , | # cream ##pie | young japanese girl & # 82 ##17 ; s hairy cu ##nt cr ##e http : / / t . co / l ##46 ##q ##7 ##mo ##gg ##r [SEP]	0.00 0.04 0.60 -0.07 -0.00 0.00 -0.03 -0.04 0.05 -0.02 -0.04 -0.09 -0.00 0.00 0.05 -0.05 0.00 -0.06 -0.01 -0.02 0.01 -0.04 -0.06 0.01 -0.06 0.18 0.24 0.18 -0.05 -0.01 0.02 -0.07 -0.06 0.11 0.21 0.51 0.36 -0.00 0.05 -0.04 0.08 0.01 0.00 -0.04 -0.03 0.01 0.02 -0.00 -0.03 -0.03 -0.04 0.03 0.01 -0.05 0.00
1	0.06	[CLS] well , when you call ` new class ( ) ; ` , it returns a pointer to the location of that instance of the class . is that what you are referring to ? [SEP]	0.00 -0.26 -0.05 -0.17 0.22 -0.31 -0.06 -0.07 0.18 -0.05 0.05 0.07 0.19 -0.09 -0.12 0.05 -0.12 -0.18 -0.06 -0.19 -0.41 -0.13 -0.04 -0.09 -0.08 -0.05 0.03 -0.09 -0.11 0.02 -0.00 0.25 0.20 0.19 0.44 -0.01 0.00
0	0.97	[CLS] edinburgh is fucked ##thi ##s city is a nightmare to drive ' round ! one ways , bus lanes , cameras , fe ##cki ##n ' trams ! who ' s idea was that ? ! [SEP]	0.00 -0.04 0.00 0.03 0.05 0.01 -0.02 -0.03 -0.07 0.98 -0.00 -0.07 0.01 0.04 0.00 0.00 -0.00 0.05 -0.01 0.01 0.04 -0.04 0.03 -0.01 0.04 0.02 -0.00 -0.01 0.01 0.02 -0.00 -0.01 -0.03 0.02 0.01 0.03 0.04 0.00
0	0.76	[CLS] # porn , # android , # iphone , # ipad , # sex , # xx ##x , | # anal | hardcore british queer anal pounding http : / / t . co / l ##ru ##ei ##x ##my ##21 [SEP]	0.00 0.04 0.69 -0.03 0.02 0.14 0.04 0.00 0.18 -0.01 -0.01 0.02 0.04 0.08 -0.21 -0.04 -0.01 -0.05 -0.00 0.03 -0.00 0.04 0.18 0.15 0.30 0.37 0.07 0.30 0.00 0.12 0.01 0.05 0.05 -0.04 -0.08 0.06 0.01 -0.01 -0.03 0.02 -0.01 0.02 -0.00 0.00
1	0.04	[CLS] @ kitchen ##aid ##usa i spent over $ 500 on your mixer , yet the dough hook chips in my dough . i buy a new one and the same thing happens . # unhappy [SEP]	0.00 -0.13 -0.02 -0.01 -0.02 -0.03 -0.04 -0.01 0.00 -0.02 0.02 0.01 -0.05 0.01 0.05 0.00 -0.02 0.00 -0.10 0.01 -0.02 0.02 0.02 -0.03 -0.04 -0.02 0.00 -0.01 0.00 -0.01 0.01 -0.01 -0.12 0.02 -0.02 0.97 0.00
0	0.77	[CLS] i have actually watch drugs destroy an entire family mother ' s on ski ##d row . oldest daughter lost her child . father is estranged . # horrific [SEP]	0.00 -0.15 0.01 -0.10 0.07 0.05 0.28 -0.03 -0.04 -0.05 0.05 -0.02 -0.08 0.04 0.00 -0.01 0.03 -0.01 -0.04 0.01 -0.00 -0.06 0.00 0.09 0.02 -0.05 0.14 0.28 0.01 0.86 0.00
1	0.00	[CLS] she was obviously moved by the music of @ robert ##cr ##ay ##band tonight and wanted to share the love . # blues # concert [SEP]	0.00 -0.41 -0.19 0.03 0.22 -0.08 0.01 -0.03 -0.06 0.08 -0.05 -0.14 -0.05 0.06 -0.03 -0.17 -0.15 -0.14 -0.12 -0.17 -0.35 0.07 -0.13 0.51 0.14 -0.41 0.00
0	0.98	[CLS] rt @ dee ##ja ##y ##13 ##8 : in some pussy ? ? nah work is the best place to be in this weather . [SEP]	0.00 -0.12 -0.20 -0.03 -0.03 0.10 -0.12 -0.14 -0.03 -0.09 0.08 0.28 -0.01 -0.02 0.13 -0.11 -0.33 -0.12 0.12 -0.12 -0.19 -0.07 0.25 0.49 0.52 -0.08 0.00
0	0.97	[CLS] 1 / if the church is being attacked with such fury , and from the inside , that means that the church is exactly what we need to belong to ! [SEP]	0.00 -0.51 0.03 -0.08 -0.06 0.08 -0.21 0.08 0.01 -0.09 -0.08 -0.10 -0.04 -0.10 -0.02 -0.12 0.06 0.08 0.09 -0.14 -0.00 -0.29 0.01 -0.22 0.23 -0.10 -0.11 -0.10 0.05 0.23 0.41 0.38 0.00
0	0.97	[CLS] nelson ' s brutally un ##sen ##time ##ntal approach . . . sucks the humanity from the film , leaving behind an horrific but weird ##ly une ##mot ##ional spectacle . [SEP]	0.00 0.42 -0.16 -0.16 0.69 -0.04 0.04 0.00 -0.09 -0.07 0.02 0.01 -0.03 0.39 -0.09 -0.17 0.01 -0.06 0.10 0.10 0.05 0.12 0.05 0.12 0.12 -0.03 -0.01 -0.01 0.04 0.09 -0.06 0.03 0.00
0	0.99	[CLS] if yo ni ##gga catch you cheating , and beat yo ass in front yo lil yeah , and lil yeah don ' t help . you still give him pussy ladies ? [SEP]	0.00 -0.01 0.00 -0.01 0.02 -0.01 -0.02 0.02 0.03 0.02 -0.00 -0.02 0.02 -0.00 0.01 0.00 -0.02 0.11 0.03 0.01 -0.06 0.13 -0.00 -0.01 -0.02 -0.01 -0.02 0.01 -0.01 -0.01 -0.06 0.97 -0.12 -0.05 0.00
1	0.01	[CLS] what is the actual question ? and have you considered using pun ##ct ##uation ? [SEP]	0.00 -0.24 -0.27 -0.17 -0.19 0.01 -0.25 -0.00 -0.50 -0.07 -0.19 -0.16 -0.52 -0.18 -0.32 -0.14 0.00
1	0.00	[CLS] cong ##rat ##s ! i thought you were going to be away today ? [SEP]	0.00 -0.67 -0.36 0.03 0.21 -0.07 0.04 0.11 0.14 0.27 0.13 -0.08 0.44 -0.18 -0.14 0.00
1	0.00	[CLS] # jesus # truth psalms 32 : 11 you that are righteous , be glad and re ##jo ##ice because of what the lord has done . you that obey him , shout for joy ! [SEP]	0.00 -0.32 -0.19 -0.07 -0.07 -0.14 -0.17 -0.10 -0.15 0.03 -0.05 -0.25 0.09 -0.02 -0.07 -0.12 -0.15 -0.03 0.02 -0.03 0.03 -0.12 0.05 -0.10 -0.14 -0.15 -0.00 -0.08 -0.08 -0.05 0.12 -0.08 0.02 0.22 0.42 -0.57 -0.05 0.00
0	0.61	[CLS] no , i have not read it , as it is of no interest to me or this encyclopedia . are you claiming that the references make the blog post a reliable source , or why are we still discussing this ? [SEP]	0.00 0.06 0.12 -0.04 -0.04 -0.05 -0.07 0.03 0.00 -0.01 0.09 -0.07 -0.04 -0.10 0.08 -0.02 0.08 -0.10 -0.04 0.35 0.18 -0.04 0.06 0.44 -0.06 -0.14 -0.02 -0.08 -0.03 0.57 0.17 -0.19 -0.24 -0.13 0.04 -0.08 -0.10 -0.15 -0.11 0.04 -0.04 0.02 0.14 0.00
0	0.96	[CLS] @ unesco remember not to spread # hatred and # fake ##ne ##ws on the internet . do not abuse # hash ##tag ##10 for spreading # arab ##national ##ism ! [SEP]	0.00 -0.19 -0.10 -0.41 0.13 -0.05 -0.04 0.01 0.27 0.10 -0.13 0.02 0.08 -0.02 -0.08 -0.11 -0.06 -0.34 0.06 -0.17 0.47 -0.09 0.09 -0.15 -0.05 -0.04 -0.21 -0.25 0.32 0.05 0.08 -0.10 0.00
1	0.05	[CLS] please clarify what you mean by ' sub - info ' . are you referring to the $ info _ results array ? [SEP]	0.00 -0.36 0.34 0.12 -0.16 0.04 -0.05 -0.15 0.07 -0.19 0.05 -0.08 -0.16 -0.11 -0.21 -0.47 0.03 -0.24 0.14 0.06 -0.23 0.13 -0.41 0.15 0.00
1	0.02	[CLS] a densely constructed , highly refer ##ential film , and an au ##da ##cious return to form that can comfortably sit among jean - luc god ##ard ' s finest work . [SEP]	0.00 -0.65 -0.09 -0.09 0.05 -0.13 -0.09 0.18 -0.34 -0.13 -0.09 -0.02 -0.10 -0.01 -0.16 -0.27 -0.07 -0.21 -0.04 -0.04 -0.30 -0.09 -0.10 -0.00 -0.11 -0.02 -0.15 0.00 -0.11 -0.07 0.02 0.13 -0.14 0.00
1	0.34	[CLS] umm ##m , it ' s a soft red ##ire ##ct . a place ##holder for a future page . . . is there a problem ? [SEP]	0.00 -0.15 -0.13 -0.13 -0.03 0.00 -0.03 0.05 0.25 -0.43 -0.03 -0.22 -0.08 -0.14 0.11 0.05 0.08 -0.05 0.30 -0.13 -0.09 0.00 -0.02 -0.18 0.32 0.28 -0.14 -0.50 0.00
1	0.30	[CLS] & # 82 ##20 ; @ no _ way _ ho ##esa ##aa ##y : bro my birds stay having sex , it ' s on a daily now . & # 82 ##21 ; he said " look ma no hands " http : / / t . co / rc ##k ##xy ##n ##wt ##v ##x [SEP]	0.00 -0.02 -0.02 0.00 -0.02 0.07 -0.08 -0.08 0.06 0.07 0.04 0.01 0.01 -0.02 -0.01 -0.13 0.12 -0.05 -0.62 -0.05 0.07 0.63 -0.11 -0.02 0.02 0.02 -0.01 -0.06 0.09 0.11 0.00 -0.03 -0.00 -0.02 0.04 0.00 -0.08 0.03 0.07 0.01 0.12 -0.10 0.22 0.07 -0.03 0.08 -0.05 -0.02 -0.01 0.04 0.01 -0.02 0.03 0.04 -0.03 0.01 0.02 0.01 -0.02 0.00
1	0.01	[CLS] a spell ##bin ##ding african film about the modern condition of root ##lessness , a state experienced by millions around the globe . [SEP]	0.00 -0.72 -0.11 0.28 0.18 0.25 0.04 -0.19 0.03 0.05 -0.03 -0.03 -0.02 -0.12 -0.18 -0.19 -0.10 -0.14 -0.05 -0.14 0.05 0.18 0.15 0.24 0.00
1	0.01	[CLS] # de ##gen ##erate ##art ##ist knows words & gt ; bo jing ##o dan ##gle fan slang ho , ting pang lick drum swing flick alarm bi ##c & gt ; but you can ' t hear fire can you ? [SEP]	0.00 -0.05 -0.12 -0.07 -0.07 -0.03 -0.21 -0.35 -0.23 -0.10 -0.04 0.07 -0.14 -0.14 -0.03 -0.11 -0.10 -0.25 -0.10 -0.10 -0.01 -0.03 -0.07 -0.25 -0.31 -0.19 -0.10 0.18 -0.02 -0.18 -0.16 -0.28 -0.02 0.09 0.01 -0.35 -0.22 0.00 -0.05 0.14 0.01 0.09 0.04 0.00
